"User_Mac","domain_name","domain_type","web_detail","device","Adult Content","multimedia hosting","Networking/ISP","ad content","microsoft/google/bing","moview review/ticket booking","music hosting","eCommerce","online cloud","Social networking","Travel and Resturants","total"
"00:ee:bd:0a:b9:a0",".in","indian website","microsoft/google/bing",NA,0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".com","Commercial","ad content"," HTC_D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".com","Commercial","ad content"," HTC D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".com","Commercial","ad content",NA,0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".com","Commercial","Networking/ISP"," HTC_D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".com","Commercial","Networking/ISP"," HTC D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".com","Commercial","Networking/ISP",NA,0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".in","indian website","Networking/ISP"," HTC_D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".in","indian website","Networking/ISP"," HTC D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".in","indian website","Networking/ISP",NA,0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".net","Internet based services",NA," HTC_D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".net","Internet based services",NA," HTC D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".net","Internet based services",NA,NA,0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".com","Commercial","eCommerce"," HTC_D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".com","Commercial","eCommerce"," HTC D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".com","Commercial","eCommerce",NA,0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".in","indian website","multimedia hosting"," HTC_D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".in","indian website","multimedia hosting"," HTC D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".in","indian website","multimedia hosting",NA,0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".net","Internet based services","microsoft/google/bing"," HTC_D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".net","Internet based services","microsoft/google/bing"," HTC D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".net","Internet based services","microsoft/google/bing",NA,0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".com","Commercial","microsoft/google/bing"," HTC_D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".com","Commercial","microsoft/google/bing"," HTC D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".com","Commercial","microsoft/google/bing",NA,0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".com","Commercial","Social networking"," HTC_D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".com","Commercial","Social networking"," HTC D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".com","Commercial","Social networking",NA,0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".com","Commercial",NA," HTC_D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".com","Commercial",NA," HTC D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".com","Commercial",NA,NA,0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".me","NUll","multimedia hosting"," HTC_D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".me","NUll","multimedia hosting"," HTC D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".me","NUll","multimedia hosting",NA,0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".com","Commercial","multimedia hosting"," HTC_D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".com","Commercial","multimedia hosting"," HTC D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".com","Commercial","multimedia hosting",NA,0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".me","NUll","music hosting"," HTC_D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".me","NUll","music hosting"," HTC D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".me","NUll","music hosting",NA,0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".in","indian website","music hosting"," HTC_D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".in","indian website","music hosting"," HTC D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".in","indian website","music hosting",NA,0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".mobi","mobile website","multimedia hosting"," HTC_D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".mobi","mobile website","multimedia hosting"," HTC D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".mobi","mobile website","multimedia hosting",NA,0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".net","Internet based services","ad content"," HTC_D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".net","Internet based services","ad content"," HTC D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".net","Internet based services","ad content",NA,0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".com","Commercial","music hosting"," HTC_D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".com","Commercial","music hosting"," HTC D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".com","Commercial","music hosting",NA,0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".me","NUll","ad content"," HTC_D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".me","NUll","ad content"," HTC D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".me","NUll","ad content",NA,0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".net","Internet based services","multimedia hosting"," HTC_D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".net","Internet based services","multimedia hosting"," HTC D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".net","Internet based services","multimedia hosting",NA,0,126,500,292,92,0,351,5,0,2,0,1368
"0c:60:76:0c:fb:d8",".in","indian website","Networking/ISP"," WOW64",0,0,47,0,0,0,0,0,0,0,0,47
"0c:60:76:0c:fb:d8",".in","indian website","Networking/ISP"," Win64",0,0,47,0,0,0,0,0,0,0,0,47
"0c:b3:19:b6:11:0d",".in","indian website","Networking/ISP"," SM-G316",0,0,19,0,0,0,0,0,0,0,0,19
"10:3b:59:f9:a1:eb",".in","indian website","Networking/ISP",NA,0,0,10,0,0,0,0,0,0,0,0,10
"10:3b:59:f9:a1:eb",".in","indian website","Networking/ISP"," GT-S7562",0,0,10,0,0,0,0,0,0,0,0,10
"10:92:66:ae:57:d3",".in","indian website","Networking/ISP"," SM-G350",0,0,7,0,0,0,0,0,0,0,0,7
"18:dc:56:f0:a9:77",".biz","business","Adult Content"," Micromax A310",38,180,24,124,13,0,0,0,0,0,0,379
"18:dc:56:f0:a9:77",".in","indian website","Networking/ISP"," Micromax A310",38,180,24,124,13,0,0,0,0,0,0,379
"18:dc:56:f0:a9:77",".net","Internet based services","multimedia hosting"," Micromax A310",38,180,24,124,13,0,0,0,0,0,0,379
"18:dc:56:f0:a9:77",".in","indian website","multimedia hosting"," Micromax A310",38,180,24,124,13,0,0,0,0,0,0,379
"18:dc:56:f0:a9:77",".com","Commercial","ad content"," Micromax A310",38,180,24,124,13,0,0,0,0,0,0,379
"18:dc:56:f0:a9:77",".com","Commercial","microsoft/google/bing"," Micromax A310",38,180,24,124,13,0,0,0,0,0,0,379
"18:dc:56:f0:a9:77",".mobi","mobile website","multimedia hosting"," Micromax A310",38,180,24,124,13,0,0,0,0,0,0,379
"18:dc:56:f0:a9:77",".com","Commercial","Adult Content"," Micromax A310",38,180,24,124,13,0,0,0,0,0,0,379
"18:dc:56:f0:a9:77",".me","NUll","multimedia hosting"," Micromax A310",38,180,24,124,13,0,0,0,0,0,0,379
"18:dc:56:f0:a9:77",".com","Commercial","multimedia hosting"," Micromax A310",38,180,24,124,13,0,0,0,0,0,0,379
"24:24:0e:59:66:e6",".com","Commercial",NA," CPU OS",0,0,19,2,1,0,0,0,0,0,0,22
"24:24:0e:59:66:e6",".net","Internet based services","ad content"," CPU OS",0,0,19,2,1,0,0,0,0,0,0,22
"24:24:0e:59:66:e6",".com","Commercial","microsoft/google/bing"," CPU OS",0,0,19,2,1,0,0,0,0,0,0,22
"24:24:0e:59:66:e6",".net","Internet based services",NA," CPU OS",0,0,19,2,1,0,0,0,0,0,0,22
"24:24:0e:59:66:e6",".in","indian website","Networking/ISP"," CPU OS",0,0,19,2,1,0,0,0,0,0,0,22
"28:e3:47:33:96:b8",".com","Commercial","ad content"," WOW64",0,0,20,5,5,0,0,0,0,1,0,31
"28:e3:47:33:96:b8",".in","indian website","Networking/ISP"," WOW64",0,0,20,5,5,0,0,0,0,1,0,31
"28:e3:47:33:96:b8",".net","Internet based services","microsoft/google/bing"," WOW64",0,0,20,5,5,0,0,0,0,1,0,31
"28:e3:47:33:96:b8",".com","Commercial","microsoft/google/bing"," WOW64",0,0,20,5,5,0,0,0,0,1,0,31
"28:e3:47:33:96:b8",".com","Commercial","Social networking"," WOW64",0,0,20,5,5,0,0,0,0,1,0,31
"2c:b4:3a:be:a9:cd",".in","indian website","Networking/ISP"," CPU ",0,0,11,0,0,0,0,0,0,0,0,11
"2c:b4:3a:be:a9:cd",".in","indian website","Networking/ISP",NA,0,0,11,0,0,0,0,0,0,0,0,11
"34:be:00:ca:bd:c8",".in","indian website","Networking/ISP"," GT-I8552",0,0,35,0,0,0,0,0,0,0,0,35
"34:e2:fd:84:ca:47",".in","indian website","Networking/ISP"," CPU ",0,0,3,0,0,0,0,0,0,0,0,3
"34:e2:fd:9e:ce:df",".in","indian website","Networking/ISP"," CPU OS",0,0,4,0,0,0,0,0,0,0,0,4
"38:2d:d1:66:b9:ff",".in","indian website","Networking/ISP"," SM-G355",0,0,13,0,0,0,0,0,0,0,0,13
"3c:18:9f:1a:47:40",".in","indian website","Networking/ISP"," Trident/7",0,0,16,0,0,0,0,0,0,0,0,16
